action,month,day,hour,count,sum,average,std,step
TRAVEL,5,6,13,5,734.2,146.8,100.0,126
CASH_WITHDRAWAL,5,6,8,6,575.8,96.0,50.0,126
CASH_DEPOSIT,5,6,17,3,1524.0,508.0,300.0,126
BANK_TRANSFER,5,6,16,2,1856.3,928.1,500.0,126
CREDIT_CARD_PAYMENT,5,6,17,5,367.0,73.4,40.0,126
FOOD_GROCERIES,5,7,14,41,1694.8,41.3,15.0,127
FOOD_RESTAURANT,5,7,20,32,757.5,23.7,12.0,127
TRANSPORT_PUBLIC,5,7,9,38,302.3,8.0,5.0,127
TRANSPORT_PRIVATE,5,7,17,25,374.2,15.0,8.0,127
HEALTHCARE,5,7,15,13,1468.8,113.0,80.0,127
SHOPPING_CLOTHES,5,7,19,15,1183.3,78.9,45.0,127
SHOPPING_ELECTRONICS,5,7,14,8,1967.6,246.0,150.0,127
ENTERTAINMENT,5,7,23,22,843.3,38.3,20.0,127
HOUSING,5,7,2,6,9905.4,1650.9,600.0,127
INSURANCE,5,7,4,2,370.7,185.3,100.0,127
EDUCATION,5,7,9,2,968.6,484.3,300.0,127
TRAVEL,5,7,10,5,803.2,160.6,100.0,127
CASH_WITHDRAWAL,5,7,12,7,650.3,92.9,50.0,127
CASH_DEPOSIT,5,7,10,2,1068.7,534.4,300.0,127
BANK_TRANSFER,5,7,13,2,1858.6,929.3,500.0,127
CREDIT_CARD_PAYMENT,5,7,21,6,492.9,82.2,40.0,127
FOOD_GROCERIES,5,8,13,43,1802.3,41.9,15.0,128
FOOD_RESTAURANT,5,8,11,29,689.6,23.8,12.0,128
TRANSPORT_PUBLIC,5,8,19,36,306.9,8.5,5.0,128
TRANSPORT_PRIVATE,5,8,8,20,312.5,15.6,8.0,128
HEALTHCARE,5,8,10,10,1273.2,127.3,80.0,128
SHOPPING_CLOTHES,5,8,11,19,1519.6,80.0,45.0,128
SHOPPING_ELECTRONICS,5,8,18,10,2704.2,270.4,150.0,128
ENTERTAINMENT,5,8,21,22,725.1,33.0,20.0,128
HOUSING,5,8,5,7,13431.7,1918.8,600.0,128
INSURANCE,5,8,2,3,628.6,209.5,100.0,128
EDUCATION,5,8,13,2,998.2,499.1,300.0,128
TRAVEL,5,8,16,6,937.2,156.2,100.0,128
CASH_WITHDRAWAL,5,8,22,7,755.4,107.9,50.0,128
CASH_DEPOSIT,5,8,17,2,964.4,482.2,300.0,128
BANK_TRANSFER,5,8,16,2,1869.4,934.7,500.0,128
CREDIT_CARD_PAYMENT,5,8,18,6,413.6,68.9,40.0,128
FOOD_GROCERIES,5,9,12,48,2146.5,44.7,15.0,129
FOOD_RESTAURANT,5,9,11,23,548.5,23.8,12.0,129
TRANSPORT_PUBLIC,5,9,7,30,263.5,8.8,5.0,129
TRANSPORT_PRIVATE,5,9,18,26,397.8,15.3,8.0,129
HEALTHCARE,5,9,14,10,1309.5,131.0,80.0,129
SHOPPING_CLOTHES,5,9,10,21,1723.0,82.0,45.0,129
SHOPPING_ELECTRONICS,5,9,15,10,2744.4,274.4,150.0,129
ENTERTAINMENT,5,9,20,21,742.8,35.4,20.0,129
HOUSING,5,9,5,6,11843.2,1973.9,600.0,129
INSURANCE,5,9,2,2,428.5,214.3,100.0,129
EDUCATION,5,9,9,2,953.4,476.7,300.0,129
TRAVEL,5,9,14,5,791.4,158.3,100.0,129
CASH_WITHDRAWAL,5,9,8,5,451.8,90.4,50.0,129
CASH_DEPOSIT,5,9,11,3,1559.8,519.9,300.0,129
BANK_TRANSFER,5,9,11,2,2188.5,1094.2,500.0,129
CREDIT_CARD_PAYMENT,5,9,14,6,409.3,68.2,40.0,129
FOOD_GROCERIES,5,10,8,47,2034.6,43.3,15.0,130
FOOD_RESTAURANT,5,10,20,22,566.2,25.7,12.0,130
TRANSPORT_PUBLIC,5,10,9,31,254.3,8.2,5.0,130
TRANSPORT_PRIVATE,5,10,7,30,431.0,14.4,8.0,130
HEALTHCARE,5,10,11,14,1848.0,132.0,80.0,130
SHOPPING_CLOTHES,5,10,16,22,1894.3,86.1,45.0,130
SHOPPING_ELECTRONICS,5,10,11,10,2553.9,255.4,150.0,130
ENTERTAINMENT,5,10,23,22,800.0,36.4,20.0,130
HOUSING,5,10,1,7,13058.9,1865.6,600.0,130
INSURANCE,5,10,3,3,607.8,202.6,100.0,130
EDUCATION,5,10,9,3,1428.6,476.2,300.0,130
TRAVEL,5,10,14,6,946.3,157.7,100.0,130
CASH_WITHDRAWAL,5,10,21,5,469.9,94.0,50.0,130
CASH_DEPOSIT,5,10,11,3,1375.1,458.4,300.0,130
BANK_TRANSFER,5,10,11,2,2092.6,1046.3,500.0,130
CREDIT_CARD_PAYMENT,5,10,13,6,466.1,77.7,40.0,130
FOOD_GROCERIES,5,11,19,56,2550.3,45.5,15.0,131
FOOD_RESTAURANT,5,11,11,31,736.9,23.8,12.0,131
TRANSPORT_PUBLIC,5,11,18,55,473.6,8.6,5.0,131
TRANSPORT_PRIVATE,5,11,17,35,487.0,13.9,8.0,131
HEALTHCARE,5,11,8,15,1659.4,110.6,80.0,131
SHOPPING_CLOTHES,5,11,13,25,2074.0,83.0,45.0,131
SHOPPING_ELECTRONICS,5,11,11,10,2677.2,267.7,150.0,131
ENTERTAINMENT,5,11,19,31,1103.3,35.6,20.0,131
HOUSING,5,11,2,8,15271.1,1908.9,600.0,131
INSURANCE,5,11,1,3,548.7,182.9,100.0,131
EDUCATION,5,11,9,3,1535.4,511.8,300.0,131
TRAVEL,5,11,13,9,1240.1,137.8,100.0,131
CASH_WITHDRAWAL,5,11,10,9,847.4,94.2,50.0,131
CASH_DEPOSIT,5,11,15,4,2148.4,537.1,300.0,131
BANK_TRANSFER,5,11,9,4,4229.8,1057.4,500.0,131
CREDIT_CARD_PAYMENT,5,11,14,8,571.0,71.4,40.0,131
FOOD_GROCERIES,5,12,11,73,3205.1,43.9,15.0,132
FOOD_RESTAURANT,5,12,13,31,711.2,22.9,12.0,132
TRANSPORT_PUBLIC,5,12,18,53,412.0,7.8,5.0,132
TRANSPORT_PRIVATE,5,12,17,33,464.5,14.1,8.0,132
HEALTHCARE,5,12,11,13,1614.3,124.2,80.0,132
SHOPPING_CLOTHES,5,12,15,25,2333.2,93.3,45.0,132
SHOPPING_ELECTRONICS,5,12,13,11,2653.1,241.2,150.0,132
ENTERTAINMENT,5,12,18,31,1083.1,34.9,20.0,132
HOUSING,5,12,1,8,13536.3,1692.0,600.0,132
INSURANCE,5,12,4,4,752.1,188.0,100.0,132
EDUCATION,5,12,13,4,2051.0,512.7,300.0,132
TRAVEL,5,12,17,7,1096.1,156.6,100.0,132
CASH_WITHDRAWAL,5,12,22,8,760.7,95.1,50.0,132
CASH_DEPOSIT,5,12,11,3,1481.9,494.0,300.0,132
BANK_TRANSFER,5,12,16,4,3791.4,947.9,500.0,132
CREDIT_CARD_PAYMENT,5,12,16,7,524.9,75.0,40.0,132
FOOD_GROCERIES,5,13,12,47,2238.3,47.6,15.0,133
FOOD_RESTAURANT,5,13,19,30,680.4,22.7,12.0,133
TRANSPORT_PUBLIC,5,13,7,38,353.3,9.3,5.0,133
TRANSPORT_PRIVATE,5,13,9,22,353.5,16.1,8.0,133
HEALTHCARE,5,13,17,12,1307.7,109.0,80.0,133
SHOPPING_CLOTHES,5,13,15,19,1473.1,77.5,45.0,133
SHOPPING_ELECTRONICS,5,13,10,9,2325.8,258.4,150.0,133
ENTERTAINMENT,5,13,22,25,943.3,37.7,20.0,133
HOUSING,5,13,1,6,9929.4,1654.9,600.0,133
INSURANCE,5,13,2,3,642.4,214.1,100.0,133
EDUCATION,5,13,14,3,1382.1,460.7,300.0,133
TRAVEL,5,13,8,5,824.3,164.9,100.0,133
CASH_WITHDRAWAL,5,13,22,5,500.4,100.1,50.0,133
CASH_DEPOSIT,5,13,11,3,1418.6,472.9,300.0,133
BANK_TRANSFER,5,13,14,3,2844.7,948.2,500.0,133
CREDIT_CARD_PAYMENT,5,13,15,5,366.8,73.4,40.0,133
FOOD_GROCERIES,5,14,14,50,2470.7,49.4,15.0,134
FOOD_RESTAURANT,5,14,11,24,593.3,24.7,12.0,134
TRANSPORT_PUBLIC,5,14,7,39,299.9,7.7,5.0,134
TRANSPORT_PRIVATE,5,14,7,21,290.4,13.8,8.0,134
HEALTHCARE,5,14,11,14,1519.5,108.5,80.0,134
SHOPPING_CLOTHES,5,14,12,15,1161.1,77.4,45.0,134
SHOPPING_ELECTRONICS,5,14,16,10,2488.6,248.9,150.0,134
ENTERTAINMENT,5,14,19,25,841.4,33.7,20.0,134
HOUSING,5,14,2,5,8359.1,1671.8,600.0,134
INSURANCE,5,14,1,2,406.2,203.1,100.0,134
EDUCATION,5,14,9,2,900.3,450.1,300.0,134
TRAVEL,5,14,16,6,877.6,146.3,100.0,134
CASH_WITHDRAWAL,5,14,14,5,519.9,104.0,50.0,134
CASH_DEPOSIT,5,14,10,2,950.4,475.2,300.0,134
BANK_TRANSFER,5,14,17,3,2829.9,943.3,500.0,134
CREDIT_CARD_PAYMENT,5,14,14,5,391.0,78.2,40.0,134
FOOD_GROCERIES,5,15,9,55,2324.8,42.3,15.0,135
FOOD_RESTAURANT,5,15,19,30,749.7,25.0,12.0,135
TRANSPORT_PUBLIC,5,15,17,37,300.7,8.1,5.0,135
TRANSPORT_PRIVATE,5,15,19,22,335.8,15.3,8.0,135
HEALTHCARE,5,15,16,10,1161.5,116.1,80.0,135
SHOPPING_CLOTHES,5,15,14,20,1670.6,83.5,45.0,135
SHOPPING_ELECTRONICS,5,15,14,8,1926.6,240.8,150.0,135
ENTERTAINMENT,5,15,20,22,817.7,37.2,20.0,135
HOUSING,5,15,5,6,9863.7,1644.0,600.0,135
INSURANCE,5,15,5,3,579.9,193.3,100.0,135
EDUCATION,5,15,11,3,1412.9,471.0,300.0,135
TRAVEL,5,15,15,6,868.8,144.8,100.0,135
CASH_WITHDRAWAL,5,15,20,7,667.1,95.3,50.0,135
CASH_DEPOSIT,5,15,13,3,1575.0,525.0,300.0,135
BANK_TRANSFER,5,15,15,3,3177.4,1059.1,500.0,135
CREDIT_CARD_PAYMENT,5,15,21,5,354.8,71.0,40.0,135
FOOD_GROCERIES,5,16,8,41,1934.3,47.2,15.0,136
FOOD_RESTAURANT,5,16,11,27,707.0,26.2,12.0,136
TRANSPORT_PUBLIC,5,16,9,42,359.3,8.6,5.0,136
TRANSPORT_PRIVATE,5,16,9,26,412.0,15.8,8.0,136
HEALTHCARE,5,16,17,10,1094.7,109.5,80.0,136
SHOPPING_CLOTHES,5,16,11,17,1530.2,90.0,45.0,136
SHOPPING_ELECTRONICS,5,16,13,9,2310.3,256.7,150.0,136
ENTERTAINMENT,5,16,22,21,748.5,35.6,20.0,136
HOUSING,5,16,3,5,9148.2,1829.6,600.0,136
INSURANCE,5,16,4,2,431.6,215.8,100.0,136
EDUCATION,5,16,13,3,1508.2,502.7,300.0,136
TRAVEL,5,16,15,7,1139.1,162.7,100.0,136
CASH_WITHDRAWAL,5,16,13,6,608.8,101.5,50.0,136
CASH_DEPOSIT,5,16,16,3,1374.9,458.3,300.0,136
BANK_TRANSFER,5,16,14,3,3054.3,1018.1,500.0,136
CREDIT_CARD_PAYMENT,5,16,14,6,491.2,81.9,40.0,136
FOOD_GROCERIES,5,17,17,53,2579.5,48.7,15.0,137
FOOD_RESTAURANT,5,17,11,26,585.7,22.5,12.0,137
TRANSPORT_PUBLIC,5,17,7,40,311.7,7.8,5.0,137
TRANSPORT_PRIVATE,5,17,7,21,287.1,13.7,8.0,137
HEALTHCARE,5,17,15,14,1824.7,130.3,80.0,137
SHOPPING_CLOTHES,5,17,17,22,1753.6,79.7,45.0,137
SHOPPING_ELECTRONICS,5,17,19,9,2180.4,242.3,150.0,137
ENTERTAINMENT,5,17,22,21,799.0,38.0,20.0,137
HOUSING,5,17,1,5,9531.7,1906.3,600.0,137
INSURANCE,5,17,2,3,598.5,199.5,100.0,137
EDUCATION,5,17,8,2,1057.4,528.7,300.0,137
TRAVEL,5,17,12,6,864.2,144.0,100.0,137
CASH_WITHDRAWAL,5,17,21,5,512.1,102.4,50.0,137
CASH_DEPOSIT,5,17,11,2,933.1,466.5,300.0,137
BANK_TRANSFER,5,17,11,2,1967.1,983.6,500.0,137
CREDIT_CARD_PAYMENT,5,17,18,6,474.5,79.1,40.0,137
FOOD_GROCERIES,5,18,12,63,2714.2,43.1,15.0,138
FOOD_RESTAURANT,5,18,21,37,849.3,23.0,12.0,138
TRANSPORT_PUBLIC,5,18,19,56,505.3,9.0,5.0,138
TRANSPORT_PRIVATE,5,18,18,27,425.3,15.8,8.0,138
HEALTHCARE,5,18,14,15,1758.3,117.2,80.0,138
SHOPPING_CLOTHES,5,18,17,21,1883.9,89.7,45.0,138
SHOPPING_ELECTRONICS,5,18,13,10,2254.9,225.5,150.0,138
ENTERTAINMENT,5,18,20,33,1176.2,35.6,20.0,138
HOUSING,5,18,1,9,16176.9,1797.4,600.0,138
INSURANCE,5,18,2,3,637.2,212.4,100.0,138
EDUCATION,5,18,12,3,1616.7,538.9,300.0,138
TRAVEL,5,18,8,7,1030.7,147.2,100.0,138
CASH_WITHDRAWAL,5,18,20,8,775.9,97.0,50.0,138
CASH_DEPOSIT,5,18,8,4,1977.3,494.3,300.0,138
BANK_TRANSFER,5,18,12,3,3256.7,1085.6,500.0,138
CREDIT_CARD_PAYMENT,5,18,20,8,650.8,81.3,40.0,138
FOOD_GROCERIES,5,19,11,56,2269.8,40.5,15.0,139
FOOD_RESTAURANT,5,19,12,31,703.7,22.7,12.0,139
TRANSPORT_PUBLIC,5,19,9,43,374.3,8.7,5.0,139
TRANSPORT_PRIVATE,5,19,7,27,407.9,15.1,8.0,139
HEALTHCARE,5,19,16,14,1662.8,118.8,80.0,139
SHOPPING_CLOTHES,5,19,16,24,1921.8,80.1,45.0,139
SHOPPING_ELECTRONICS,5,19,10,14,3769.5,269.2,150.0,139
ENTERTAINMENT,5,19,21,25,853.1,34.1,20.0,139
HOUSING,5,19,2,8,13677.2,1709.7,600.0,139
INSURANCE,5,19,3,3,616.0,205.3,100.0,139
EDUCATION,5,19,10,3,1638.9,546.3,300.0,139
TRAVEL,5,19,8,6,941.9,157.0,100.0,139
CASH_WITHDRAWAL,5,19,20,7,699.4,99.9,50.0,139
CASH_DEPOSIT,5,19,14,3,1377.1,459.0,300.0,139
BANK_TRANSFER,5,19,15,4,4373.4,1093.3,500.0,139
CREDIT_CARD_PAYMENT,5,19,15,8,659.8,82.5,40.0,139
FOOD_GROCERIES,5,20,10,56,2701.0,48.2,15.0,140
FOOD_RESTAURANT,5,20,18,23,612.3,26.6,12.0,140
TRANSPORT_PUBLIC,5,20,16,41,342.3,8.3,5.0,140
TRANSPORT_PRIVATE,5,20,19,24,385.1,16.0,8.0,140
HEALTHCARE,5,20,8,13,1583.4,121.8,80.0,140
SHOPPING_CLOTHES,5,20,16,16,1476.6,92.3,45.0,140
SHOPPING_ELECTRONICS,5,20,16,10,2297.7,229.8,150.0,140
ENTERTAINMENT,5,20,22,18,589.8,32.8,20.0,140
HOUSING,5,20,4,6,11623.4,1937.2,600.0,140
INSURANCE,5,20,2,2,396.9,198.5,100.0,140
EDUCATION,5,20,10,2,943.0,471.5,300.0,140
TRAVEL,5,20,17,6,982.4,163.7,100.0,140
CASH_WITHDRAWAL,5,20,11,6,621.7,103.6,50.0,140
CASH_DEPOSIT,5,20,9,3,1557.4,519.1,300.0,140
BANK_TRANSFER,5,20,15,3,3103.7,1034.6,500.0,140
CREDIT_CARD_PAYMENT,5,20,15,5,388.3,77.7,40.0,140
FOOD_GROCERIES,5,21,14,44,2047.4,46.5,15.0,141
FOOD_RESTAURANT,5,21,20,30,748.7,25.0,12.0,141
TRANSPORT_PUBLIC,5,21,17,42,333.4,7.9,5.0,141
TRANSPORT_PRIVATE,5,21,7,29,453.2,15.6,8.0,141
HEALTHCARE,5,21,10,10,1120.2,112.0,80.0,141
SHOPPING_CLOTHES,5,21,15,17,1346.8,79.2,45.0,141
SHOPPING_ELECTRONICS,5,21,10,8,2050.0,256.3,150.0,141
ENTERTAINMENT,5,21,19,25,853.1,34.1,20.0,141
HOUSING,5,21,5,7,12892.6,1841.8,600.0,141
INSURANCE,5,21,2,2,392.7,196.4,100.0,141
EDUCATION,5,21,14,3,1626.8,542.3,300.0,141
TRAVEL,5,21,12,5,721.9,144.4,100.0,141
CASH_WITHDRAWAL,5,21,16,5,472.3,94.5,50.0,141
CASH_DEPOSIT,5,21,10,2,1029.1,514.5,300.0,141
BANK_TRANSFER,5,21,17,3,2790.6,930.2,500.0,141
CREDIT_CARD_PAYMENT,5,21,10,6,450.6,75.1,40.0,141
FOOD_GROCERIES,5,22,19,44,1929.5,43.9,15.0,142
FOOD_RESTAURANT,5,22,13,31,734.6,23.7,12.0,142
TRANSPORT_PUBLIC,5,22,8,39,305.5,7.8,5.0,142
TRANSPORT_PRIVATE,5,22,18,26,365.5,14.1,8.0,142
HEALTHCARE,5,22,16,14,1740.9,124.4,80.0,142
SHOPPING_CLOTHES,5,22,15,17,1364.1,80.2,45.0,142
SHOPPING_ELECTRONICS,5,22,10,8,2141.4,267.7,150.0,142
ENTERTAINMENT,5,22,23,23,864.3,37.6,20.0,142
HOUSING,5,22,5,7,13314.4,1902.1,600.0,142
INSURANCE,5,22,5,2,436.9,218.5,100.0,142
EDUCATION,5,22,10,3,1545.5,515.2,300.0,142
TRAVEL,5,22,9,5,814.2,162.8,100.0,142
CASH_WITHDRAWAL,5,22,20,7,705.1,100.7,50.0,142
CASH_DEPOSIT,5,22,13,2,1079.7,539.8,300.0,142
BANK_TRANSFER,5,22,12,2,2195.7,1097.9,500.0,142
CREDIT_CARD_PAYMENT,5,22,13,5,365.6,73.1,40.0,142
FOOD_GROCERIES,5,23,18,52,2484.1,47.8,15.0,143
FOOD_RESTAURANT,5,23,21,25,647.1,25.9,12.0,143
TRANSPORT_PUBLIC,5,23,6,39,332.5,8.5,5.0,143
TRANSPORT_PRIVATE,5,23,8,24,375.3,15.6,8.0,143
HEALTHCARE,5,23,8,13,1477.7,113.7,80.0,143
SHOPPING_CLOTHES,5,23,15,18,1608.2,89.3,45.0,143
SHOPPING_ELECTRONICS,5,23,10,8,1874.3,234.3,150.0,143
ENTERTAINMENT,5,23,22,19,604.5,31.8,20.0,143
HOUSING,5,23,1,5,9491.0,1898.2,600.0,143
INSURANCE,5,23,4,3,565.3,188.4,100.0,143
EDUCATION,5,23,9,3,1646.7,548.9,300.0,143
TRAVEL,5,23,12,6,928.5,154.8,100.0,143
CASH_WITHDRAWAL,5,23,10,5,510.1,102.0,50.0,143
CASH_DEPOSIT,5,23,9,2,1040.9,520.5,300.0,143
BANK_TRANSFER,5,23,11,3,2951.7,983.9,500.0,143
CREDIT_CARD_PAYMENT,5,23,13,6,418.1,69.7,40.0,143
FOOD_GROCERIES,5,24,9,56,2606.0,46.5,15.0,144
FOOD_RESTAURANT,5,24,11,31,752.1,24.3,12.0,144
TRANSPORT_PUBLIC,5,24,19,30,251.3,8.4,5.0,144
TRANSPORT_PRIVATE,5,24,7,20,280.4,14.0,8.0,144
HEALTHCARE,5,24,14,11,1330.2,120.9,80.0,144
SHOPPING_CLOTHES,5,24,13,18,1648.9,91.6,45.0,144
SHOPPING_ELECTRONICS,5,24,19,7,1843.2,263.3,150.0,144
ENTERTAINMENT,5,24,19,20,761.2,38.1,20.0,144
HOUSING,5,24,3,6,10843.5,1807.2,600.0,144
INSURANCE,5,24,1,3,636.8,212.3,100.0,144
EDUCATION,5,24,10,3,1466.8,488.9,300.0,144
TRAVEL,5,24,17,7,1077.1,153.9,100.0,144
CASH_WITHDRAWAL,5,24,8,7,641.2,91.6,50.0,144
CASH_DEPOSIT,5,24,9,3,1585.9,528.6,300.0,144
BANK_TRANSFER,5,24,15,3,3036.1,1012.0,500.0,144
CREDIT_CARD_PAYMENT,5,24,14,6,486.1,81.0,40.0,144
FOOD_GROCERIES,5,25,15,58,2579.4,44.5,15.0,145
FOOD_RESTAURANT,5,25,12,31,729.4,23.5,12.0,145
TRANSPORT_PUBLIC,5,25,16,53,472.1,8.9,5.0,145
TRANSPORT_PRIVATE,5,25,7,32,513.3,16.0,8.0,145
HEALTHCARE,5,25,10,14,1573.0,112.4,80.0,145
SHOPPING_CLOTHES,5,25,12,26,2337.0,89.9,45.0,145
SHOPPING_ELECTRONICS,5,25,10,13,3037.7,233.7,150.0,145
ENTERTAINMENT,5,25,22,34,1174.6,34.5,20.0,145
HOUSING,5,25,1,8,14405.6,1800.7,600.0,145
INSURANCE,5,25,4,4,810.2,202.6,100.0,145
EDUCATION,5,25,9,4,2098.6,524.6,300.0,145
TRAVEL,5,25,17,9,1238.7,137.6,100.0,145
CASH_WITHDRAWAL,5,25,15,7,643.7,92.0,50.0,145
CASH_DEPOSIT,5,25,9,3,1611.2,537.1,300.0,145
BANK_TRANSFER,5,25,11,3,2716.1,905.4,500.0,145
CREDIT_CARD_PAYMENT,5,25,18,8,562.8,70.3,40.0,145
FOOD_GROCERIES,5,26,15,69,2882.5,41.8,15.0,146
FOOD_RESTAURANT,5,26,11,42,1152.1,27.4,12.0,146
TRANSPORT_PUBLIC,5,26,9,55,463.7,8.4,5.0,146
TRANSPORT_PRIVATE,5,26,18,34,474.1,13.9,8.0,146
HEALTHCARE,5,26,10,15,1952.2,130.1,80.0,146
SHOPPING_CLOTHES,5,26,13,29,2705.8,93.3,45.0,146
SHOPPING_ELECTRONICS,5,26,12,11,2794.6,254.1,150.0,146
ENTERTAINMENT,5,26,20,32,1048.4,32.8,20.0,146
HOUSING,5,26,5,9,16278.4,1808.7,600.0,146
INSURANCE,5,26,1,4,735.3,183.8,100.0,146
EDUCATION,5,26,10,3,1528.4,509.5,300.0,146
TRAVEL,5,26,13,7,965.7,138.0,100.0,146
CASH_WITHDRAWAL,5,26,18,9,986.6,109.6,50.0,146
CASH_DEPOSIT,5,26,14,4,2172.2,543.1,300.0,146
BANK_TRANSFER,5,26,11,3,3246.6,1082.2,500.0,146
CREDIT_CARD_PAYMENT,5,26,14,9,638.9,71.0,40.0,146
FOOD_GROCERIES,5,27,9,39,1621.9,41.6,15.0,147
FOOD_RESTAURANT,5,27,13,24,550.8,22.9,12.0,147
TRANSPORT_PUBLIC,5,27,6,37,330.7,8.9,5.0,147
TRANSPORT_PRIVATE,5,27,8,22,331.4,15.1,8.0,147
HEALTHCARE,5,27,14,13,1559.8,120.0,80.0,147
SHOPPING_CLOTHES,5,27,10,22,1881.1,85.5,45.0,147
SHOPPING_ELECTRONICS,5,27,19,9,2197.5,244.2,150.0,147
ENTERTAINMENT,5,27,23,18,624.4,34.7,20.0,147
HOUSING,5,27,3,6,10720.4,1786.7,600.0,147
INSURANCE,5,27,5,3,628.1,209.4,100.0,147
EDUCATION,5,27,16,3,1590.8,530.3,300.0,147
TRAVEL,5,27,10,6,844.9,140.8,100.0,147
CASH_WITHDRAWAL,5,27,14,6,645.5,107.6,50.0,147
CASH_DEPOSIT,5,27,11,3,1477.7,492.6,300.0,147
BANK_TRANSFER,5,27,9,2,2096.6,1048.3,500.0,147
CREDIT_CARD_PAYMENT,5,27,11,5,341.3,68.3,40.0,147
FOOD_GROCERIES,5,28,16,48,2205.9,46.0,15.0,148
FOOD_RESTAURANT,5,28,11,27,685.9,25.4,12.0,148
TRANSPORT_PUBLIC,5,28,19,41,322.3,7.9,5.0,148
TRANSPORT_PRIVATE,5,28,18,22,312.8,14.2,8.0,148
HEALTHCARE,5,28,14,13,1608.8,123.8,80.0,148
SHOPPING_CLOTHES,5,28,19,21,1765.3,84.1,45.0,148
SHOPPING_ELECTRONICS,5,28,17,10,2691.9,269.2,150.0,148
ENTERTAINMENT,5,28,23,21,704.2,33.5,20.0,148
HOUSING,5,28,2,6,11717.7,1952.9,600.0,148
INSURANCE,5,28,1,2,394.9,197.5,100.0,148
EDUCATION,5,28,10,3,1404.6,468.2,300.0,148
TRAVEL,5,28,8,6,964.2,160.7,100.0,148
CASH_WITHDRAWAL,5,28,18,7,717.0,102.4,50.0,148
CASH_DEPOSIT,5,28,14,3,1388.2,462.7,300.0,148
BANK_TRANSFER,5,28,10,3,2892.5,964.2,500.0,148
CREDIT_CARD_PAYMENT,5,28,17,5,412.1,82.4,40.0,148
FOOD_GROCERIES,5,29,13,47,2317.6,49.3,15.0,149
FOOD_RESTAURANT,5,29,19,32,786.6,24.6,12.0,149
TRANSPORT_PUBLIC,5,29,7,41,378.0,9.2,5.0,149
TRANSPORT_PRIVATE,5,29,18,28,443.4,15.8,8.0,149
HEALTHCARE,5,29,11,13,1436.5,110.5,80.0,149
SHOPPING_CLOTHES,5,29,15,22,2040.1,92.7,45.0,149
SHOPPING_ELECTRONICS,5,29,15,9,2273.7,252.6,150.0,149
ENTERTAINMENT,5,29,20,25,906.4,36.3,20.0,149
HOUSING,5,29,3,7,12484.5,1783.5,600.0,149
INSURANCE,5,29,5,2,403.0,201.5,100.0,149
EDUCATION,5,29,12,2,998.6,499.3,300.0,149
TRAVEL,5,29,13,6,907.9,151.3,100.0,149
CASH_WITHDRAWAL,5,29,18,6,554.9,92.5,50.0,149
CASH_DEPOSIT,5,29,14,3,1466.9,489.0,300.0,149
BANK_TRANSFER,5,29,16,3,2829.6,943.2,500.0,149
CREDIT_CARD_PAYMENT,5,29,10,6,458.3,76.4,40.0,149
FOOD_GROCERIES,5,30,13,42,1750.3,41.7,15.0,150
FOOD_RESTAURANT,5,30,19,26,695.2,26.7,12.0,150
TRANSPORT_PUBLIC,5,30,16,37,290.1,7.8,5.0,150
TRANSPORT_PRIVATE,5,30,18,29,422.5,14.6,8.0,150
HEALTHCARE,5,30,8,13,1407.9,108.3,80.0,150
SHOPPING_CLOTHES,5,30,12,15,1379.9,92.0,45.0,150
SHOPPING_ELECTRONICS,5,30,11,10,2374.3,237.4,150.0,150
ENTERTAINMENT,5,30,23,18,646.8,35.9,20.0,150
HOUSING,5,30,1,5,9130.9,1826.2,600.0,150
INSURANCE,5,30,3,3,649.7,216.6,100.0,150
EDUCATION,5,30,8,3,1470.2,490.1,300.0,150
TRAVEL,5,30,9,6,913.5,152.2,100.0,150
CASH_WITHDRAWAL,5,30,9,5,481.1,96.2,50.0,150
CASH_DEPOSIT,5,30,16,3,1527.9,509.3,300.0,150
BANK_TRANSFER,5,30,17,3,3138.3,1046.1,500.0,150
CREDIT_CARD_PAYMENT,5,30,16,5,350.4,70.1,40.0,150
FOOD_GROCERIES,5,31,16,40,1869.5,46.7,15.0,151
FOOD_RESTAURANT,5,31,13,34,931.9,27.4,12.0,151
TRANSPORT_PUBLIC,5,31,9,33,281.2,8.5,5.0,151
TRANSPORT_PRIVATE,5,31,9,23,359.4,15.6,8.0,151
HEALTHCARE,5,31,16,11,1292.1,117.5,80.0,151
SHOPPING_CLOTHES,5,31,14,18,1400.6,77.8,45.0,151
SHOPPING_ELECTRONICS,5,31,10,9,2195.9,244.0,150.0,151
ENTERTAINMENT,5,31,18,24,786.8,32.8,20.0,151
HOUSING,5,31,5,6,9778.2,1629.7,600.0,151
INSURANCE,5,31,2,3,589.8,196.6,100.0,151
EDUCATION,5,31,15,3,1359.4,453.1,300.0,151
TRAVEL,5,31,8,6,849.2,141.5,100.0,151
CASH_WITHDRAWAL,5,31,11,5,483.3,96.7,50.0,151
CASH_DEPOSIT,5,31,14,3,1618.1,539.4,300.0,151
BANK_TRANSFER,5,31,16,3,2886.6,962.2,500.0,151
CREDIT_CARD_PAYMENT,5,31,16,7,528.4,75.5,40.0,151
FOOD_GROCERIES,6,1,19,59,2561.2,43.4,15.0,152
FOOD_RESTAURANT,6,1,13,37,887.6,24.0,12.0,152
TRANSPORT_PUBLIC,6,1,9,44,369.9,8.4,5.0,152
